CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13520.0,15,1,303.4,1,At-Risk / Occasional
13523.0,10,1,566.95,1,At-Risk / Occasional
13531.0,10,1,305.45,1,At-Risk / Occasional
13534.0,2,2,283.2,0,At-Risk / Occasional
13564.0,11,1,540.0,1,At-Risk / Occasional
13569.0,11,1,118.32,1,At-Risk / Occasional
13576.0,16,1,349.15,1,At-Risk / Occasional
13579.0,13,1,164.70000000000002,1,At-Risk / Occasional
13599.0,10,2,352.84,1,At-Risk / Occasional
13611.0,3,1,303.15000000000003,0,At-Risk / Occasional
13627.0,1,1,311.19,0,At-Risk / Occasional
13649.0,10,1,197.8,1,At-Risk / Occasional
13652.0,12,1,308.8,1,At-Risk / Occasional
13668.0,6,1,177.66,0,At-Risk / Occasional
13694.0,1,2,2897.04,0,At-Risk / Occasional
13705.0,17,1,318.14,1,At-Risk / Occasional
13715.0,6,3,496.63,0,At-Risk / Occasional
13747.0,17,1,79.6,1,At-Risk / Occasional
13748.0,17,1,204.0,1,At-Risk / Occasional
13756.0,2,3,1004.4000000000001,0,At-Risk / Occasional
13758.0,10,2,718.85,1,At-Risk / Occasional
13767.0,2,6,2439.36,0,At-Risk / Occasional
13769.0,11,1,322.3,1,At-Risk / Occasional
13777.0,10,9,6840.16,0,At-Risk / Occasional
13786.0,11,1,230.39999999999998,1,At-Risk / Occasional
13787.0,8,1,106.4,1,At-Risk / Occasional
13798.0,8,2,4170.66,0,At-Risk / Occasional
13807.0,11,1,112.6,1,At-Risk / Occasional
13831.0,13,1,408.0,1,At-Risk / Occasional
13838.0,13,1,238.11,1,At-Risk / Occasional
13842.0,10,1,310.57,1,At-Risk / Occasional
13846.0,4,1,411.4,0,At-Risk / Occasional
13848.0,10,1,320.0,1,At-Risk / Occasional
13854.0,1,2,609.4399999999999,0,At-Risk / Occasional
13869.0,1,1,323.62,0,At-Risk / Occasional
13874.0,1,1,540.45,0,At-Risk / Occasional
13880.0,11,1,97.8,1,At-Risk / Occasional
13890.0,2,1,190.35,0,At-Risk / Occasional
13941.0,16,1,1095.12,1,At-Risk / Occasional
13948.0,4,1,102.0,0,At-Risk / Occasional
13959.0,6,1,214.74,0,At-Risk / Occasional
13963.0,11,1,151.3,1,At-Risk / Occasional
13969.0,8,1,317.59000000000003,1,At-Risk / Occasional
13982.0,9,1,428.6,1,At-Risk / Occasional
13983.0,10,1,329.36,1,At-Risk / Occasional
13984.0,10,1,154.8,1,At-Risk / Occasional
13999.0,5,1,302.1,0,At-Risk / Occasional
14001.0,17,1,301.24,1,At-Risk / Occasional
14016.0,1,1,753.74,0,At-Risk / Occasional
14030.0,10,2,676.5,1,At-Risk / Occasional
14031.0,1,3,2568.9500000000003,0,At-Risk / Occasional
14032.0,10,1,303.86,1,At-Risk / Occasional
14037.0,8,1,111.8,1,At-Risk / Occasional
14045.0,17,1,326.4,1,At-Risk / Occasional
14047.0,16,1,286.92,1,At-Risk / Occasional
14051.0,4,2,1100.1200000000001,0,At-Risk / Occasional
14057.0,4,2,925.92,0,At-Risk / Occasional
14060.0,3,3,874.04,0,At-Risk / Occasional
14062.0,8,1,966.62,1,At-Risk / Occasional
14078.0,17,1,136.24,1,At-Risk / Occasional
14081.0,13,1,423.52,1,At-Risk / Occasional
14082.0,8,1,182.25,1,At-Risk / Occasional
14083.0,15,1,309.54,1,At-Risk / Occasional
14085.0,5,2,799.29,0,At-Risk / Occasional
14092.0,2,1,250.65,0,At-Risk / Occasional
14107.0,8,1,363.24,1,At-Risk / Occasional
14135.0,11,2,804.25,1,At-Risk / Occasional
14142.0,17,1,311.81,1,At-Risk / Occasional
14146.0,1,1,1241.43,0,At-Risk / Occasional
14150.0,3,1,306.18,0,At-Risk / Occasional
14156.0,15,1,322.2,1,At-Risk / Occasional
14159.0,6,1,193.22,0,At-Risk / Occasional
14161.0,13,1,283.15,1,At-Risk / Occasional
14176.0,11,1,159.55,1,At-Risk / Occasional
14180.0,1,4,896.25,0,At-Risk / Occasional
14189.0,12,1,311.24,1,At-Risk / Occasional
14201.0,3,1,67.24000000000001,0,At-Risk / Occasional
14210.0,15,1,304.95000000000005,1,At-Risk / Occasional
14215.0,12,1,166.0,1,At-Risk / Occasional
14217.0,10,1,118.3,1,At-Risk / Occasional
14220.0,1,1,312.98,0,At-Risk / Occasional
14236.0,15,1,189.3,1,At-Risk / Occasional
14237.0,17,1,161.0,1,At-Risk / Occasional
14243.0,1,2,472.0,0,At-Risk / Occasional
14256.0,8,1,523.86,1,At-Risk / Occasional
14282.0,11,1,571.0,1,At-Risk / Occasional
14290.0,5,1,777.5600000000001,0,At-Risk / Occasional
14293.0,12,1,364.92,1,At-Risk / Occasional
14298.0,4,3,2973.06,0,At-Risk / Occasional
14299.0,9,1,429.24,1,At-Risk / Occasional
14307.0,17,1,783.11,1,At-Risk / Occasional
14309.0,2,1,147.75,0,At-Risk / Occasional
14334.0,1,1,320.15,0,At-Risk / Occasional
14344.0,1,3,355.65000000000003,0,At-Risk / Occasional
14355.0,9,1,174.4,1,At-Risk / Occasional
14373.0,2,1,76.55,0,At-Risk / Occasional
14388.0,16,1,312.8,1,At-Risk / Occasional
14390.0,16,1,223.7,1,At-Risk / Occasional
14395.0,15,1,308.68,1,At-Risk / Occasional
14396.0,15,1,110.35000000000001,1,At-Risk / Occasional
14401.0,3,1,247.38,0,At-Risk / Occasional
14404.0,13,1,133.48,1,At-Risk / Occasional
14409.0,12,2,328.80000000000007,1,At-Risk / Occasional
14413.0,6,1,122.7,0,At-Risk / Occasional
14414.0,2,1,217.2,0,At-Risk / Occasional
14415.0,4,1,875.18,0,At-Risk / Occasional
14419.0,8,1,124.1,1,At-Risk / Occasional
14437.0,9,1,63.0,1,At-Risk / Occasional
14440.0,9,1,656.7,1,At-Risk / Occasional
14443.0,12,1,303.5,1,At-Risk / Occasional
14448.0,7,1,102.35000000000001,0,At-Risk / Occasional
14449.0,16,1,210.24,1,At-Risk / Occasional
14466.0,16,1,379.75,1,At-Risk / Occasional
14479.0,9,1,174.4,1,At-Risk / Occasional
14487.0,12,1,125.10000000000001,1,At-Risk / Occasional
14491.0,16,1,127.2,1,At-Risk / Occasional
14496.0,17,1,304.34000000000003,1,At-Risk / Occasional
14498.0,5,1,166.22,0,At-Risk / Occasional
14505.0,6,1,1050.35,0,At-Risk / Occasional
14506.0,13,1,269.7,1,At-Risk / Occasional
14524.0,4,1,275.45,0,At-Risk / Occasional
14525.0,4,1,462.3,0,At-Risk / Occasional
14527.0,3,3,786.64,0,At-Risk / Occasional
14543.0,8,1,254.4,1,At-Risk / Occasional
14544.0,5,1,1121.92,0,At-Risk / Occasional
14560.0,1,1,408.16999999999996,0,At-Risk / Occasional
14565.0,5,1,1167.41,0,At-Risk / Occasional
14573.0,15,1,413.1,1,At-Risk / Occasional
14576.0,15,1,35.400000000000006,1,At-Risk / Occasional
14577.0,6,1,346.90000000000003,0,At-Risk / Occasional
14589.0,15,1,39.75,1,At-Risk / Occasional
14594.0,17,1,255.0,1,At-Risk / Occasional
14606.0,2,6,1028.15,0,At-Risk / Occasional
14608.0,6,1,204.0,0,At-Risk / Occasional
14621.0,2,1,305.7,0,At-Risk / Occasional
14625.0,5,1,585.53,0,At-Risk / Occasional
14639.0,5,1,676.54,0,At-Risk / Occasional
14643.0,1,1,357.94,0,At-Risk / Occasional
14667.0,4,5,1998.1,0,At-Risk / Occasional
14673.0,11,1,373.49,1,At-Risk / Occasional
14680.0,4,2,2875.4,0,At-Risk / Occasional
14684.0,6,1,168.36,0,At-Risk / Occasional
14688.0,17,1,444.98,1,At-Risk / Occasional
14696.0,17,1,294.62,1,At-Risk / Occasional
14702.0,8,1,318.7,1,At-Risk / Occasional
14708.0,12,1,419.06,1,At-Risk / Occasional
14709.0,2,1,314.1,0,At-Risk / Occasional
14713.0,1,2,425.85,0,At-Risk / Occasional
14723.0,1,3,471.0,0,At-Risk / Occasional
14729.0,17,1,313.49,1,At-Risk / Occasional
14733.0,5,2,3525.14,0,At-Risk / Occasional
14735.0,2,1,252.2,0,At-Risk / Occasional
14739.0,11,1,713.88,1,At-Risk / Occasional
14741.0,5,2,495.3,0,At-Risk / Occasional
14744.0,10,1,225.0,1,At-Risk / Occasional
14748.0,12,2,470.42,1,At-Risk / Occasional
14766.0,10,1,180.4,1,At-Risk / Occasional
14769.0,1,1,347.01,0,At-Risk / Occasional
14775.0,16,1,406.56,1,At-Risk / Occasional
14796.0,5,2,1028.82,0,At-Risk / Occasional
14800.0,6,2,1219.85,0,At-Risk / Occasional
14810.0,13,1,180.44,1,At-Risk / Occasional
14813.0,13,2,155.43,1,At-Risk / Occasional
14821.0,10,1,48.800000000000004,1,At-Risk / Occasional
14825.0,2,2,396.43,0,At-Risk / Occasional
14829.0,4,2,385.33,0,At-Risk / Occasional
14841.0,2,1,395.16,0,At-Risk / Occasional
14849.0,2,5,566.89,0,At-Risk / Occasional
14865.0,15,1,37.2,1,At-Risk / Occasional
14866.0,10,1,103.67999999999999,1,At-Risk / Occasional
14871.0,4,1,140.4,0,At-Risk / Occasional
14878.0,2,1,322.01,0,At-Risk / Occasional
14896.0,9,1,257.22,1,At-Risk / Occasional
14898.0,15,1,98.5,1,At-Risk / Occasional
14901.0,4,3,497.04999999999995,0,At-Risk / Occasional
14907.0,4,3,960.69,0,At-Risk / Occasional
14911.0,1,10,6274.6900000000005,0,At-Risk / Occasional
14913.0,3,1,300.87,0,At-Risk / Occasional
14932.0,9,1,363.53,1,At-Risk / Occasional
14952.0,8,1,686.16,1,At-Risk / Occasional
14961.0,4,2,1182.7,0,At-Risk / Occasional
14985.0,1,1,124.51,0,At-Risk / Occasional
14987.0,9,1,163.2,1,At-Risk / Occasional
15002.0,11,1,631.65,1,At-Risk / Occasional
15005.0,3,2,470.41,0,At-Risk / Occasional
15012.0,17,1,191.06,1,At-Risk / Occasional
15018.0,11,1,111.25,1,At-Risk / Occasional
15021.0,10,1,205.64000000000001,1,At-Risk / Occasional
15023.0,13,1,460.6,1,At-Risk / Occasional
15024.0,11,2,491.22,1,At-Risk / Occasional
15028.0,12,1,185.97,1,At-Risk / Occasional
15032.0,10,2,2770.6,1,At-Risk / Occasional
15038.0,13,1,126.42999999999999,1,At-Risk / Occasional
15039.0,4,2,1317.76,0,At-Risk / Occasional
15044.0,6,1,835.95,0,At-Risk / Occasional
15048.0,12,1,98.7,1,At-Risk / Occasional
15061.0,3,12,19950.66,3,Champions
15062.0,3,1,209.08,0,At-Risk / Occasional
15070.0,16,1,106.2,1,At-Risk / Occasional
15078.0,12,2,475.15000000000003,1,At-Risk / Occasional
15079.0,9,1,141.95,1,At-Risk / Occasional
15081.0,11,1,111.15,1,At-Risk / Occasional
15093.0,15,1,623.73,1,At-Risk / Occasional
15100.0,10,2,700.8,1,At-Risk / Occasional
15101.0,3,1,102.28,0,At-Risk / Occasional
15107.0,4,2,177.05,0,At-Risk / Occasional
15111.0,16,1,288.5,1,At-Risk / Occasional
15157.0,2,1,1085.46,0,At-Risk / Occasional
15159.0,5,2,1860.98,0,At-Risk / Occasional
15160.0,1,1,158.16,0,At-Risk / Occasional
15165.0,17,1,487.75,1,At-Risk / Occasional
15180.0,11,1,87.5,1,At-Risk / Occasional
15192.0,9,1,315.0,1,At-Risk / Occasional
15194.0,2,3,1558.99,0,At-Risk / Occasional
15197.0,1,1,556.5,0,At-Risk / Occasional
15204.0,1,1,316.58,0,At-Risk / Occasional
15211.0,9,1,383.07,1,At-Risk / Occasional
15221.0,10,1,403.25,1,At-Risk / Occasional
15224.0,2,2,322.08,0,At-Risk / Occasional
15235.0,13,2,165.05,1,At-Risk / Occasional
15246.0,2,1,186.0,0,At-Risk / Occasional
15260.0,16,2,420.5,1,At-Risk / Occasional
15271.0,9,1,111.75,1,At-Risk / Occasional
15288.0,9,1,165.65,1,At-Risk / Occasional
15290.0,3,1,219.6,0,At-Risk / Occasional
15291.0,1,2,648.9,0,At-Risk / Occasional
15298.0,10,1,397.6,1,At-Risk / Occasional
15299.0,16,3,1835.01,1,At-Risk / Occasional
15301.0,12,1,673.37,1,At-Risk / Occasional
15304.0,12,1,123.15,1,At-Risk / Occasional
15311.0,2,7,2285.91,0,At-Risk / Occasional
15332.0,10,4,1661.06,1,At-Risk / Occasional
15347.0,10,1,201.60000000000002,1,At-Risk / Occasional
15350.0,17,1,115.65,1,At-Risk / Occasional
15351.0,13,1,274.67,1,At-Risk / Occasional
15353.0,11,1,311.65,1,At-Risk / Occasional
15356.0,4,2,365.54,0,At-Risk / Occasional
15358.0,9,2,624.55,1,At-Risk / Occasional
15361.0,5,1,418.92,0,At-Risk / Occasional
15363.0,16,1,326.0,1,At-Risk / Occasional
15366.0,2,1,105.54,0,At-Risk / Occasional
15373.0,3,2,537.1,0,At-Risk / Occasional
15379.0,2,1,1491.46,0,At-Risk / Occasional
15380.0,9,1,230.10000000000002,1,At-Risk / Occasional
15384.0,3,1,303.57,0,At-Risk / Occasional
15392.0,4,1,338.98,0,At-Risk / Occasional
15394.0,2,1,587.66,0,At-Risk / Occasional
15426.0,13,1,411.42,1,At-Risk / Occasional
15454.0,6,1,179.1,0,At-Risk / Occasional
15456.0,3,1,243.22,0,At-Risk / Occasional
15465.0,3,2,867.85,0,At-Risk / Occasional
15482.0,2,2,723.64,0,At-Risk / Occasional
15485.0,17,1,950.09,1,At-Risk / Occasional
15498.0,10,2,976.72,1,At-Risk / Occasional
15502.0,12,3,929.4,1,At-Risk / Occasional
15503.0,6,1,147.09,0,At-Risk / Occasional
15512.0,3,1,101.2,0,At-Risk / Occasional
15513.0,9,2,1313.5,1,At-Risk / Occasional
15514.0,4,4,1884.71,0,At-Risk / Occasional
15525.0,17,1,313.93,1,At-Risk / Occasional
15529.0,8,2,321.46,1,At-Risk / Occasional
15532.0,2,1,356.35,0,At-Risk / Occasional
15544.0,16,1,354.54,1,At-Risk / Occasional
15545.0,14,1,135.32999999999998,1,At-Risk / Occasional
15547.0,6,1,767.37,0,At-Risk / Occasional
15555.0,5,3,989.82,0,At-Risk / Occasional
15563.0,2,1,270.19,0,At-Risk / Occasional
15570.0,1,3,1064.64,0,At-Risk / Occasional
15574.0,2,3,590.15,0,At-Risk / Occasional
15581.0,10,1,272.34000000000003,1,At-Risk / Occasional
15596.0,9,1,402.32,1,At-Risk / Occasional
15601.0,2,2,1236.45,0,At-Risk / Occasional
15602.0,4,2,152.55,0,At-Risk / Occasional
15605.0,17,1,194.85000000000002,1,At-Risk / Occasional
15615.0,3,3,1081.19,0,At-Risk / Occasional
15620.0,2,1,424.49,0,At-Risk / Occasional
15628.0,10,1,319.18,1,At-Risk / Occasional
15640.0,5,2,1819.5,0,At-Risk / Occasional
15641.0,3,1,308.37,0,At-Risk / Occasional
15646.0,16,1,189.8,1,At-Risk / Occasional
15649.0,11,1,510.0,1,At-Risk / Occasional
15658.0,16,1,306.2,1,At-Risk / Occasional
15660.0,9,1,209.3,1,At-Risk / Occasional
15680.0,10,1,478.89,1,At-Risk / Occasional
15689.0,5,1,103.5,0,At-Risk / Occasional
15694.0,4,3,847.3299999999999,0,At-Risk / Occasional
15708.0,13,1,350.68,1,At-Risk / Occasional
15713.0,10,1,171.15,1,At-Risk / Occasional
15716.0,13,1,547.1,1,At-Risk / Occasional
15723.0,8,1,203.1,1,At-Risk / Occasional
15727.0,3,1,1536.85,0,At-Risk / Occasional
15732.0,16,1,138.1,1,At-Risk / Occasional
15738.0,16,1,329.65000000000003,1,At-Risk / Occasional
15750.0,10,2,340.52,1,At-Risk / Occasional
15752.0,16,1,259.65000000000003,1,At-Risk / Occasional
15759.0,2,1,97.24000000000001,0,At-Risk / Occasional
15769.0,15,1,91.8,1,At-Risk / Occasional
15777.0,5,1,365.55,0,At-Risk / Occasional
15780.0,1,1,177.15,0,At-Risk / Occasional
15789.0,2,1,351.3,0,At-Risk / Occasional
15805.0,8,1,370.80000000000007,1,At-Risk / Occasional
15808.0,5,2,2249.85,0,At-Risk / Occasional
15811.0,1,2,438.8,0,At-Risk / Occasional
15822.0,3,1,440.2,0,At-Risk / Occasional
15823.0,16,1,15.0,1,At-Risk / Occasional
15827.0,16,2,190.93,1,At-Risk / Occasional
15838.0,11,1,957.5,1,At-Risk / Occasional
15854.0,5,1,230.1,0,At-Risk / Occasional
15856.0,1,2,2312.54,0,At-Risk / Occasional
15858.0,11,1,383.93,1,At-Risk / Occasional
15860.0,12,1,102.66,1,At-Risk / Occasional
15862.0,17,1,354.23,1,At-Risk / Occasional
15867.0,5,2,314.3,0,At-Risk / Occasional
15880.0,13,1,343.28000000000003,1,At-Risk / Occasional
15881.0,5,2,155.25,0,At-Risk / Occasional
15882.0,12,2,371.32000000000005,1,At-Risk / Occasional
15889.0,13,1,297.92,1,At-Risk / Occasional
15894.0,13,1,156.74,1,At-Risk / Occasional
15898.0,11,2,521.69,1,At-Risk / Occasional
15899.0,12,1,56.25,1,At-Risk / Occasional
15916.0,10,2,232.45,1,At-Risk / Occasional
15919.0,12,1,270.72,1,At-Risk / Occasional
15922.0,17,1,369.5,1,At-Risk / Occasional
15923.0,16,1,127.08,1,At-Risk / Occasional
15945.0,9,1,181.0,1,At-Risk / Occasional
15950.0,3,1,428.82000000000005,0,At-Risk / Occasional
15953.0,13,1,209.84,1,At-Risk / Occasional
15955.0,16,1,572.38,1,At-Risk / Occasional
15965.0,11,1,156.19,1,At-Risk / Occasional
15973.0,10,1,307.82000000000005,1,At-Risk / Occasional
15983.0,4,3,1148.27,0,At-Risk / Occasional
15984.0,12,1,122.7,1,At-Risk / Occasional
15987.0,12,1,113.48,1,At-Risk / Occasional
15996.0,10,1,263.25,1,At-Risk / Occasional
15998.0,6,1,863.39,0,At-Risk / Occasional
16003.0,3,1,1181.0,0,At-Risk / Occasional
16010.0,6,1,110.1,0,At-Risk / Occasional
16011.0,6,2,406.1,0,At-Risk / Occasional
16013.0,1,5,2973.0,0,At-Risk / Occasional
16016.0,10,1,382.27,1,At-Risk / Occasional
16019.0,8,1,219.1,1,At-Risk / Occasional
16029.0,2,5,12633.12,3,Champions
16033.0,4,2,309.69,0,At-Risk / Occasional
16037.0,2,1,300.46,0,At-Risk / Occasional
16048.0,17,2,256.44,1,At-Risk / Occasional
16059.0,11,1,118.25,1,At-Risk / Occasional
16062.0,8,1,247.56,1,At-Risk / Occasional
16065.0,9,1,372.09,1,At-Risk / Occasional
16081.0,10,1,157.6,1,At-Risk / Occasional
16083.0,4,1,337.98,0,At-Risk / Occasional
16086.0,11,1,177.26,1,At-Risk / Occasional
16098.0,17,1,430.6,1,At-Risk / Occasional
16122.0,10,1,105.72,1,At-Risk / Occasional
16125.0,11,1,289.35,1,At-Risk / Occasional
16134.0,3,1,283.53000000000003,0,At-Risk / Occasional
16140.0,15,1,124.14,1,At-Risk / Occasional
16143.0,13,1,355.75,1,At-Risk / Occasional
16145.0,3,1,302.78,0,At-Risk / Occasional
16150.0,15,1,393.42,1,At-Risk / Occasional
16161.0,3,3,576.3,0,At-Risk / Occasional
16163.0,9,1,441.6,1,At-Risk / Occasional
16168.0,13,1,275.8,1,At-Risk / Occasional
16186.0,16,1,307.68,1,At-Risk / Occasional
16191.0,4,2,627.5999999999999,0,At-Risk / Occasional
16202.0,4,1,365.27,0,At-Risk / Occasional
16203.0,16,1,170.7,1,At-Risk / Occasional
16210.0,2,4,7000.64,0,At-Risk / Occasional
16218.0,17,1,471.3,1,At-Risk / Occasional
16221.0,11,1,166.74,1,At-Risk / Occasional
16233.0,10,1,147.39999999999998,1,At-Risk / Occasional
16241.0,13,1,277.65000000000003,1,At-Risk / Occasional
16244.0,16,1,1056.63,1,At-Risk / Occasional
16250.0,17,1,226.14,1,At-Risk / Occasional
16255.0,9,1,374.25,1,At-Risk / Occasional
16265.0,8,2,840.81,0,At-Risk / Occasional
16271.0,2,1,133.22,0,At-Risk / Occasional
